file,sheet,cell,code,prefix,number,suffix,rule_status,source_text
葵芳站现场端子排withPhotoRecord.xlsx,RTU,B25,X8,X,8,,base,X8
葵芳站现场端子排withPhotoRecord.xlsx,RTU,B26,X6,X,6,,base,X6
葵芳站现场端子排withPhotoRecord.xlsx,RTU,B27,X18B2,X,18,B2,base,X18B2
葵芳站现场端子排withPhotoRecord.xlsx,RTU,B28,X10,X,10,,base,X10
葵芳站现场端子排withPhotoRecord.xlsx,RTU,B29,X8,X,8,,base,X8
葵芳站现场端子排withPhotoRecord.xlsx,RTU,B30,X6,X,6,,base,X6
葵芳站现场端子排withPhotoRecord.xlsx,RTU,B31,X114,X,114,,base,X114
葵芳站现场端子排withPhotoRecord.xlsx,RTU,B32,X110,X,110,,base,X110
葵芳站现场端子排withPhotoRecord.xlsx,RTU,B33,X4,X,4,,base,X4
葵芳站现场端子排withPhotoRecord.xlsx,RTU,B34,X4,X,4,,base,X4
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B3,H1,H,1,,base,H1
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B5,H2,H,2,,base,H2
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B7,J1,J,1,,base,J1
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B9,J2,J,2,,base,J2
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B11,J3,J,3,,base,J3
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B13,J4,J,4,,base,J4
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B14,K111A2,K,111,A2,base,K111A2
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B15,K113A2,K,113,A2,base,K113A2
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B16,K115A2,K,115,A2,base,K115A2
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B17,K117A2,K,117,A2,base,K117A2
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B18,K9A1,K,9,A1,base,K9A1
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B19,K21A1,K,21,A1,base,K21A1
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B20,K1A1,K,1,A1,base,K1A1
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B21,K3A1,K,3,A1,base,K3A1
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B22,K33A1,K,33,A1,base,K33A1
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B23,K41,K,41,,base,K41
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B24,K41,K,41,,base,K41
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B25,K53,K,53,,base,K53
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B26,K57,K,57,,base,K57
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B31,X110,X,110,,base,X110
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B32,X114,X,114,,base,X114
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B33,X4,X,4,,base,X4
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B34,X6,X,6,,base,X6
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B35,X8,X,8,,base,X8
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B36,X10,X,10,,base,X10
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B37,X12C,X,12,C,base,X12C
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B38,X14C,X,14,C,base,X14C
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B39,X20A2,X,20,A2,base,X20A2
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B40,X22A2,X,22,A2,base,X22A2
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B41,X28A3,X,28,A3,base,X28A3
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B42,X30A3,X,30,A3,base,X30A3
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B43,W41A3,W,41,A3,base,W41A3
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B44,W42A3,W,42,A3,base,W42A3
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B45,W43A3,W,43,A3,base,W43A3
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B46,W41C,W,41,C,base,W41C
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B47,W42C,W,42,C,base,W42C
葵芳站现场端子排withPhotoRecord.xlsx,低压柜503,B48,W43C,W,43,C,base,W43C
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B3,K41C,K,41,C,base,K41C
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B4,K45C,K,45,C,base,K45C
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B5,K15C,K,15,C,base,K15C
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B6,K17C,K,17,C,base,K17C
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B7,K19C,K,19,C,base,K19C
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B8,K21C,K,21,C,base,K21C
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B9,K35C,K,35,C,base,K35C
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B10,K37C,K,37,C,base,K37C
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B11,K39C,K,39,C,base,K39C
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B12,K59C,K,59,C,base,K59C
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B13,K17A2,K,17,A2,base,K17A2
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B14,K19A2,K,19,A2,base,K19A2
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B15,X16A2,X,16,A2,base,X16A2
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B16,K41A3,K,41,A3,base,K41A3
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B17,K45A3,K,45,A3,base,K45A3
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B18,K17B2,K,17,B2,base,K17B2
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B19,K19B2,K,19,B2,base,K19B2
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B20,K23B2,K,23,B2,base,K23B2
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B21,K15B3,K,15,B3,base,K15B3
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B22,K17B3,K,17,B3,base,K17B3
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B23,K41B3,K,41,B3,base,K41B3
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B24,K45B3,K,45,B3,base,K45B3
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B25,K9B1,K,9,B1,base,K9B1
葵芳站现场端子排withPhotoRecord.xlsx,母联506,B26,K21B1,K,21,B1,base,K21B1
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C3,U1,U,1,,base,U1
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C4,U2,U,2,,base,U2
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C5,U3,U,3,,base,U3
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C6,U4,U,4,,base,U4
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C18,J1,J,1,,base,J1
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C19,J2,J,2,,base,J2
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C20,J3,J,3,,base,J3(红色粗）
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C21,J4,J,4,,base,J4（黑色粗）
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C24,H1,H,1,,base,H1
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C25,H2,H,2,,base,H2
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C26,K9A1,K,9,A1,base,K9A1
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C27,K21A1,K,21,A1,base,K21A1
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C32,W2,W,2,,base,W2
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C33,W3,W,3,,base,W3
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C34,W5,W,5,,base,W5
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C35,K41,K,41,,base,K41
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C36,K53,K,53,,base,K53
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C37,K33A1,K,33,A1,base,K33A1
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C38,K33,K,33,,base,K33(红色）
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C39,K3A1,K,3,A1,base,K3A1
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C40,K1,K,1,,base,K1(红色）
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C41,K1A1,K,1,A1,base,K1A1
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C42,K135,K,135,,base,K135
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C45,X110,X,110,,base,X110
葵芳站现场端子排withPhotoRecord.xlsx,高压柜302,C46,X114,X,114,,base,X114
